64,32,64,32
17,23,0,0
49,23,1,0
17,22,2,0
49,22,3,0
17,21,4,0
49,21,5,0
17,20,6,0
49,20,7,0
17,19,8,0
49,19,9,0
17,18,10,0
49,18,11,0
17,17,12,0
49,17,13,0
17,16,14,0
49,16,15,0
17,31,16,0
49,31,17,0
17,30,18,0
49,30,19,0
17,29,20,0
49,29,21,0
17,28,22,0
49,28,23,0
17,27,24,0
49,27,25,0
17,26,26,0
49,26,27,0
17,25,28,0
49,25,29,0
17,24,30,0
49,24,31,0
17,7,32,0
49,7,33,0
17,6,34,0
49,6,35,0
17,5,36,0
49,5,37,0
17,4,38,0
49,4,39,0
17,3,40,0
49,3,41,0
17,2,42,0
49,2,43,0
17,1,44,0
49,1,45,0
17,0,46,0
49,0,47,0
17,15,48,0
49,15,49,0
17,14,50,0
49,14,51,0
17,13,52,0
49,13,53,0
17,12,54,0
49,12,55,0
17,11,56,0
49,11,57,0
17,10,58,0
49,10,59,0
17,9,60,0
49,9,61,0
17,8,62,0
49,8,63,0
16,23,0,1
48,23,1,1
16,22,2,1
48,22,3,1
16,21,4,1
48,21,5,1
16,20,6,1
48,20,7,1
16,19,8,1
48,19,9,1
16,18,10,1
48,18,11,1
16,17,12,1
48,17,13,1
16,16,14,1
48,16,15,1
16,31,16,1
48,31,17,1
16,30,18,1
48,30,19,1
16,29,20,1
48,29,21,1
16,28,22,1
48,28,23,1
16,27,24,1
48,27,25,1
16,26,26,1
48,26,27,1
16,25,28,1
48,25,29,1
16,24,30,1
48,24,31,1
16,7,32,1
48,7,33,1
16,6,34,1
48,6,35,1
16,5,36,1
48,5,37,1
16,4,38,1
48,4,39,1
16,3,40,1
48,3,41,1
16,2,42,1
48,2,43,1
16,1,44,1
48,1,45,1
16,0,46,1
48,0,47,1
16,15,48,1
48,15,49,1
16,14,50,1
48,14,51,1
16,13,52,1
48,13,53,1
16,12,54,1
48,12,55,1
16,11,56,1
48,11,57,1
16,10,58,1
48,10,59,1
16,9,60,1
48,9,61,1
16,8,62,1
48,8,63,1
19,23,0,2
51,23,1,2
19,22,2,2
51,22,3,2
19,21,4,2
51,21,5,2
19,20,6,2
51,20,7,2
19,19,8,2
51,19,9,2
19,18,10,2
51,18,11,2
19,17,12,2
51,17,13,2
19,16,14,2
51,16,15,2
19,31,16,2
51,31,17,2
19,30,18,2
51,30,19,2
19,29,20,2
51,29,21,2
19,28,22,2
51,28,23,2
19,27,24,2
51,27,25,2
