64,32,,
0,0,17,23
1,0,49,23
2,0,17,22
3,0,49,22
4,0,17,21
5,0,49,21
6,0,17,20
7,0,49,20
8,0,17,19
9,0,49,19
10,0,17,18
11,0,49,18
12,0,17,17
13,0,49,17
14,0,17,16
15,0,49,16
16,0,17,31
17,0,49,31
18,0,17,30
19,0,49,30
20,0,17,29
21,0,49,29
22,0,17,28
23,0,49,28
24,0,17,27
25,0,49,27
26,0,17,26
27,0,49,26
28,0,17,25
29,0,49,25
30,0,17,24
31,0,49,24
32,0,17,7
33,0,49,7
34,0,17,6
35,0,49,6
36,0,17,5
37,0,49,5
38,0,17,4
39,0,49,4
40,0,17,3
41,0,49,3
42,0,17,2
43,0,49,2
44,0,17,1
45,0,49,1
46,0,17,0
47,0,49,0
48,0,17,15
49,0,49,15
50,0,17,14
51,0,49,14
52,0,17,13
53,0,49,13
54,0,17,12
55,0,49,12
56,0,17,11
57,0,49,11
58,0,17,10
59,0,49,10
60,0,17,9
61,0,49,9
62,0,17,8
63,0,49,8
0,1,16,23
1,1,48,23
2,1,16,22
3,1,48,22
4,1,16,21
5,1,48,21
6,1,16,20
7,1,48,20
8,1,16,19
9,1,48,19
10,1,16,18
11,1,48,18
12,1,16,17
13,1,48,17
14,1,16,16
15,1,48,16
16,1,16,31
17,1,48,31
18,1,16,30
19,1,48,30
20,1,16,29
21,1,48,29
22,1,16,28
23,1,48,28
24,1,16,27
25,1,48,27
26,1,16,26
27,1,48,26
28,1,16,25
29,1,48,25
30,1,16,24
31,1,48,24
32,1,16,7
33,1,48,7
34,1,16,6
35,1,48,6
36,1,16,5
37,1,48,5
38,1,16,4
39,1,48,4
40,1,16,3
41,1,48,3
42,1,16,2
43,1,48,2
44,1,16,1
45,1,48,1
46,1,16,0
47,1,48,0
48,1,16,15
49,1,48,15
50,1,16,14
51,1,48,14
52,1,16,13
53,1,48,13
54,1,16,12
55,1,48,12
56,1,16,11
57,1,48,11
58,1,16,10
59,1,48,10
60,1,16,9
61,1,48,9
62,1,16,8
63,1,48,8
0,2,19,23
1,2,51,23
2,2,19,22
3,2,51,22
4,2,19,21
5,2,51,21
6,2,19,20
7,2,51,20
8,2,19,19
9,2,51,19
10,2,19,18
11,2,51,18
12,2,19,17
13,2,51,17
14,2,19,16
15,2,51,16
16,2,19,31
17,2,51,31
18,2,19,30
19,2,51,30
20,2,19,29
21,2,51,29
22,2,19,28
23,2,51,28
24,2,19,27
25,2,51,27
26,2,19,26
27,2,51,26
28,2,19,25
29,2,51,25
30,2,19,24
31,2,51,24
32,2,19,7
33,2,51,7
34,2,19,6
35,2,51,6
36,2,19,5
37,2,51,5
38,2,19,4
39,2,51,4
40,2,19,3
41,2,51,3
42,2,19,2
43,2,51,2
44,2,19,1
45,2,51,1
46,2,19,0
47,2,51,0
48,2,19,15
49,2,51,15
50,2,19,14
51,2,51,14
52,2,19,13
53,2,51,13
54,2,19,12
55,2,51,12
56,2,19,11
57,2,51,11
58,2,19,10
59,2,51,10
60,2,19,9
61,2,51,9
62,2,19,8
63,2,51,8
0,3,18,23
1,3,50,23
2,3,18,22
3,3,50,22
4,3,18,21
5,3,50,21
6,3,18,20
7,3,50,20
8,3,18,19
9,3,50,19
10,3,18,18
11,3,50,18
12,3,18,17
13,3,50,17
14,3,18,16
15,3,50,16
16,3,18,31
17,3,50,31
18,3,18,30
19,3,50,30
20,3,18,29
21,3,50,29
22,3,18,28
23,3,50,28
24,3,18,27
25,3,50,27
26,3,18,26
27,3,50,26
28,3,18,25
29,3,50,25
30,3,18,24
31,3,50,24
32,3,18,7
33,3,50,7
34,3,18,6
35,3,50,6
36,3,18,5
37,3,50,5
38,3,18,4
39,3,50,4
40,3,18,3
41,3,50,3
42,3,18,2
43,3,50,2
44,3,18,1
45,3,50,1
46,3,18,0
47,3,50,0
48,3,18,15
49,3,50,15
50,3,18,14
51,3,50,14
52,3,18,13
53,3,50,13
54,3,18,12
55,3,50,12
56,3,18,11
57,3,50,11
58,3,18,10
59,3,50,10
60,3,18,9
61,3,50,9
62,3,18,8
63,3,50,8
0,4,21,23
1,4,53,23
2,4,21,22
3,4,53,22
4,4,21,21
5,4,53,21
6,4,21,20
7,4,53,20
8,4,21,19
9,4,53,19
10,4,21,18
11,4,53,18
12,4,21,17
13,4,53,17
14,4,21,16
15,4,53,16
16,4,21,31
17,4,53,31
18,4,21,30
19,4,53,30
20,4,21,29
21,4,53,29
22,4,21,28
23,4,53,28
24,4,21,27
25,4,53,27
26,4,21,26
27,4,53,26
28,4,21,25
29,4,53,25
30,4,21,24
31,4,53,24
32,4,21,7
33,4,53,7
34,4,21,6
35,4,53,6
36,4,21,5
37,4,53,5
38,4,21,4
39,4,53,4
40,4,21,3
41,4,53,3
42,4,21,2
43,4,53,2
44,4,21,1
45,4,53,1
46,4,21,0
47,4,53,0
48,4,21,15
49,4,53,15
50,4,21,14
51,4,53,14
52,4,21,13
53,4,53,13
54,4,21,12
55,4,53,12
56,4,21,11
57,4,53,11
58,4,21,10
59,4,53,10
60,4,21,9
61,4,53,9
62,4,21,8
63,4,53,8
0,5,20,23
1,5,52,23
2,5,20,22
3,5,52,22
4,5,20,21
5,5,52,21
6,5,20,20
7,5,52,20
8,5,20,19
9,5,52,19
10,5,20,18
11,5,52,18
12,5,20,17
13,5,52,17
14,5,20,16
15,5,52,16
16,5,20,31
17,5,52,31
18,5,20,30
19,5,52,30
20,5,20,29
21,5,52,29
22,5,20,28
23,5,52,28
24,5,20,27
25,5,52,27
26,5,20,26
27,5,52,26
28,5,20,25
29,5,52,25
30,5,20,24
31,5,52,24
32,5,20,7
33,5,52,7
34,5,20,6
35,5,52,6
36,5,20,5
37,5,52,5
38,5,20,4
39,5,52,4
40,5,20,3
41,5,52,3
42,5,20,2
43,5,52,2
44,5,20,1
45,5,52,1
46,5,20,0
47,5,52,0
48,5,20,15
49,5,52,15
50,5,20,14
51,5,52,14
52,5,20,13
53,5,52,13
54,5,20,12
55,5,52,12
56,5,20,11
57,5,52,11
58,5,20,10
59,5,52,10
60,5,20,9
61,5,52,9
62,5,20,8
63,5,52,8
0,6,23,23
1,6,55,23
2,6,23,22
3,6,55,22
4,6,23,21
5,6,55,21
6,6,23,20
7,6,55,20
8,6,23,19
9,6,55,19
10,6,23,18
11,6,55,18
12,6,23,17
13,6,55,17
14,6,23,16
15,6,55,16
16,6,23,31
17,6,55,31
18,6,23,30
19,6,55,30
20,6,23,29
21,6,55,29
22,6,23,28
23,6,55,28
24,6,23,27
25,6,55,27
26,6,23,26
27,6,55,26
28,6,23,25
29,6,55,25
30,6,23,24
31,6,55,24
32,6,23,7
33,6,55,7
34,6,23,6
35,6,55,6
36,6,23,5
37,6,55,5
38,6,23,4
39,6,55,4
40,6,23,3
41,6,55,3
42,6,23,2
43,6,55,2
44,6,23,1
45,6,55,1
46,6,23,0
47,6,55,0
48,6,23,15
49,6,55,15
50,6,23,14
51,6,55,14
52,6,23,13
53,6,55,13
54,6,23,12
55,6,55,12
56,6,23,11
57,6,55,11
58,6,23,10
59,6,55,10
60,6,23,9
61,6,55,9
62,6,23,8
63,6,55,8
0,7,22,23
1,7,54,23
2,7,22,22
3,7,54,22
4,7,22,21
5,7,54,21
6,7,22,20
7,7,54,20
8,7,22,19
9,7,54,19
10,7,22,18
11,7,54,18
12,7,22,17
13,7,54,17
14,7,22,16
15,7,54,16
16,7,22,31
17,7,54,31
18,7,22,30
19,7,54,30
20,7,22,29
21,7,54,29
22,7,22,28
23,7,54,28
24,7,22,27
25,7,54,27
26,7,22,26
27,7,54,26
28,7,22,25
29,7,54,25
30,7,22,24
31,7,54,24
32,7,22,7
33,7,54,7
34,7,22,6
35,7,54,6
36,7,22,5
37,7,54,5
38,7,22,4
39,7,54,4
40,7,22,3
41,7,54,3
42,7,22,2
43,7,54,2
44,7,22,1
45,7,54,1
46,7,22,0
47,7,54,0
48,7,22,15
49,7,54,15
50,7,22,14
51,7,54,14
52,7,22,13
53,7,54,13
54,7,22,12
55,7,54,12
56,7,22,11
57,7,54,11
58,7,22,10
59,7,54,10
60,7,22,9
61,7,54,9
62,7,22,8
63,7,54,8
0,8,25,23
1,8,57,23
2,8,25,22
3,8,57,22
4,8,25,21
5,8,57,21
6,8,25,20
7,8,57,20
8,8,25,19
9,8,57,19
10,8,25,18
11,8,57,18
12,8,25,17
13,8,57,17
14,8,25,16
15,8,57,16
16,8,25,31
17,8,57,31
18,8,25,30
19,8,57,30
20,8,25,29
21,8,57,29
22,8,25,28
23,8,57,28
24,8,25,27
25,8,57,27
26,8,25,26
27,8,57,26
28,8,25,25
29,8,57,25
30,8,25,24
31,8,57,24
32,8,25,7
33,8,57,7
34,8,25,6
35,8,57,6
36,8,25,5
37,8,57,5
38,8,25,4
39,8,57,4
40,8,25,3
41,8,57,3
42,8,25,2
43,8,57,2
44,8,25,1
45,8,57,1
46,8,25,0
47,8,57,0
48,8,25,15
49,8,57,15
50,8,25,14
51,8,57,14
52,8,25,13
53,8,57,13
54,8,25,12
55,8,57,12
56,8,25,11
57,8,57,11
58,8,25,10
59,8,57,10
60,8,25,9
61,8,57,9
62,8,25,8
63,8,57,8
0,9,24,23
1,9,56,23
2,9,24,22
3,9,56,22
4,9,24,21
5,9,56,21
6,9,24,20
7,9,56,20
8,9,24,19
9,9,56,19
10,9,24,18
11,9,56,18
12,9,24,17
13,9,56,17
14,9,24,16
15,9,56,16
16,9,24,31
17,9,56,31
18,9,24,30
19,9,56,30
20,9,24,29
21,9,56,29
22,9,24,28
23,9,56,28
24,9,24,27
25,9,56,27
26,9,24,26
27,9,56,26
28,9,24,25
29,9,56,25
30,9,24,24
31,9,56,24
